cluster	system	occurrence
2681	SEFIR	100
2682	cas_type_III-A	80
2682	cas_type_other	20
2683	PT_SspE	3.33
2683	DMS_other	91.67
2683	HEC-06	3.33
2684	Olokun	100
2685	pycsar_effector	100
2686	zorya_other	6.67
2686	DMS_other	3.33
2686	meta	90
2687	RM_type_I	68.33
2687	DMS_other	31.67
2688	RM_type_II	100
2689	cas_type_III-A	86.67
2689	cas_type_other	13.33
2690	RM_type_II	100
2691	druantia_other	100
2692	meta	6.67
2692	DRT_class_I	6.67
2692	DRT_class_II	86.67
2693	cas_type_other	100
2694	meta	3.33
2694	pycsar_other	6.67
2694	cbass_type_II	90
2695	meta	100
2696	meta	100
2697	meta	100
2698	zorya_other	6.78
2698	meta	93.22
2699	meta	96.61
2699	cas_type_other	3.39
2700	meta	93.22
2700	Menshen_other	6.78
2701	DMS_other	15.25
2701	meta	84.75
2702	cas_type_III-B	69.49
2702	cas_type_III-A	16.95
2702	cas_type_other	3.39
2702	meta	6.78
2702	cas_type_III-D	3.39
2703	cbass_type_IIs	3.39
2703	cbass_type_I	96.61
2704	meta	5.08
2704	AbiE	94.92
2705	DMS_other	3.39
2705	meta	96.61
2706	PD-Lambda-5	100
2707	Menshen	96.61
2707	Menshen_other	3.39
2708	wadjet_type_II	16.95
2708	meta	18.64
2708	wadjet_other	64.41
2709	druantia_other	100
2710	cas_type_III-A	22.03
2710	cas_type_other	32.2
2710	meta	8.47
2710	cas_type_III-D	13.56
2710	cas_type_III-B	23.73
2711	DMS_other	54.24
2711	meta	25.42
2711	hma	20.34
2712	cas_type_other	100
2713	hachiman_other	3.39
2713	hachiman_type_I	94.92
2714	DMS_other	6.9
2714	meta	89.66
2714	DRT_other	3.45
2715	meta	100
2716	meta	100
2717	meta	100
2718	meta	100
2719	cas_type_III-A	3.45
2719	meta	72.41
2719	cas_type_other	13.79
2719	cas_type_III-B	10.34
2720	TerY-P	72.41
2720	TerY-P_other	27.59
2721	cas_type_III-B	100
2722	RosmerTA	100
2723	DMS_other	79.31
2723	meta	20.69
2724	septu_type_I	100
2725	meta	6.9
2725	septu_type_I	93.1
2726	PD-T4-7	100
2727	RM_type_II	100
2728	cbass_type_IV	100
2729	meta	3.45
2729	Paris	96.55
2730	RM_type_II	100
2731	cas_type_other	17.24
2731	cas_type_V	82.76
2732	cas_type_III-D	3.45
2732	cas_type_other	96.55
2733	DMS_other	89.66
2733	meta	10.34
2734	cas_type_other	5.17
2734	cas_type_III-B	94.83
2735	meta	34.48
2735	SEFIR	65.52
2736	shedu	100
2737	cas_type_III-A	24.56
2737	cas_type_other	24.56
2737	meta	12.28
2737	cas_type_III-D	10.53
2737	cas_type_III-B	28.07
2738	meta	71.93
2738	cas_type_other	28.07
2739	Lamassu_other	3.51
2739	meta	92.98
2739	Lamassu_Family	3.51
2740	meta	100
2741	RM_type_II	21.05
2741	DMS_other	24.56
2741	meta	54.39
2742	meta	89.47
2742	Lamassu_Family	10.53
2743	meta	100
2744	meta	100
2745	RM_type_II	38.6
2745	DMS_other	52.63
2745	meta	8.77
2746	meta	61.4
2746	cas_type_V	38.6
2747	RM_type_I	96.49
2747	DMS_other	3.51
2748	cas_type_other	24.56
2748	cas_type_I-F1	75.44
2749	druantia_type_IV	85.96
2749	druantia_other	14.04
2750	cas_type_other	3.51
2750	cas_type_III-B	96.49
2751	cas_type_I-D	100
2752	cas_type_other	7.02
2752	cas_type_III-B	92.98
2753	cas_type_I-D	96.49
2753	cas_type_other	3.51
2754	cas_type_other	100
2755	DMS_other	14.29
2755	meta	85.71
2756	meta	100
2757	Dpd	7.14
2757	meta	82.14
2757	DMS_other	10.71
2758	DMS_other	7.14
2758	meta	92.86
2759	meta	100
2760	meta	100
2761	meta	100
2762	meta	14.29
2762	septu_type_I	85.71
2763	meta	100
2764	meta	3.57
2764	cbass_type_III	32.14
2764	cbass_type_II	64.29
2765	DRT_other	5.36
2765	retron_XIII	92.86
2766	AbiG	98.21
2767	DMS_other	67.86
2767	meta	32.14
2768	PT_DndABCDE	100
2769	meta	23.21
2769	cas_type_other	3.57
2769	cas_type_III-B	73.21
2770	RM_type_II	100
2771	cbass_type_II	67.86
2771	cbass_type_IIs	14.29
2771	cbass_type_I	17.86
2772	kiwa	100
2773	cbass_type_II	75
2773	cbass_type_IIs	17.86
2773	meta	7.14
2774	RM_type_II	100
2775	cas_type_I-A	96.43
2775	cas_type_other	3.57
2776	cas_type_I-E	89.29
2776	cas_type_other	10.71
2777	DMS_other	30.36
2777	PT_DndABCDE	69.64
2778	meta	100
2779	meta	100
2780	RM_type_II	3.64
2780	DMS_other	5.45
2780	meta	87.27
2780	Menshen_other	3.64
2781	DMS_other	3.64
2781	meta	96.36
2782	DRT_other	3.64
2782	meta	89.09
2782	Menshen_other	3.64
2782	Paris	3.64
2783	zorya_other	98.18
2784	RM_type_II	25.45
2784	DMS_other	70.91
2784	VSPR	3.64
2785	RM_type_I	50.91
2785	DMS_other	49.09
2786	retron_III-A	98.18
2787	PD-T4-4	100
2788	AVAST_type_III	98.18
2789	wadjet_other	100
2790	AbiE	100
2791	DMS_other	87.27
2791	meta	12.73
2792	cas_type_I-D	100
2793	cas_type_I-B1	100
2794	cas_type_other	25.45
2794	cas_type_III-B	74.55
2795	Mokosh_TypeI	100
2796	cas_type_I-D	87.27
2796	meta	5.45
2796	cas_type_other	7.27
2797	cas_type_III-D	3.64
2797	cas_type_other	96.36
2798	kiwa	98.18
2799	DMS_other	90.91
2799	meta	9.09
2800	meta	12.73
2800	RosmerTA	87.27
2801	meta	100
2802	meta	100
2803	meta	100
2804	meta	100
2805	meta	100
2806	cas_type_III-A	11.11
2806	cas_type_other	37.04
2806	meta	7.41
2806	cas_adaptation	14.81
2806	cas_type_III-D	29.63
2807	RM_type_II	33.33
2807	DMS_other	33.33
2807	meta	33.33
2808	RM_type_III	100
2809	zorya_other	3.7
2809	zorya_type_I	96.3
2810	Dynamins	100
2811	DRT_other	7.41
2811	retron_III-A	92.59
2812	RM_type_II	77.78
2812	meta	22.22
2813	HEC-05	94.44
2813	meta	5.56
2814	cas_type_other	5.56
2814	cas_type_II-A	94.44
2815	Tiamat	100
2816	PD-T4-6	100
2817	meta	11.11
2817	cas_type_V-K	24.07
2817	cas_type_V	64.81
2818	cas_type_III-A	88.89
2818	cas_type_other	11.11
2819	mza_other	11.11
2819	meta	88.89
2820	PD-T4-6	100
2821	cas_type_III-B	27.78
2821	cas_type_V	3.7
2821	cas_type_III-A	3.7
2821	cas_type_other	25.93
2821	meta	3.7
2821	cas_type_III-D	35.19
2822	kiwa	98.15
2823	Menshen	96.3
2823	Menshen_other	3.7
2824	meta	81.48
2824	cas_type_other	18.52
2825	cas_type_other	18.52
2825	cas_type_IV-A	81.48
2826	DMS_other	12.96
2826	meta	66.67
2826	PsyrTA	16.67
2826	ShosTA	3.7
2827	SEFIR	100
2828	cbass_type_IIs	100
2829	meta	100
2830	meta	88.68
2830	cas_type_V-K	11.32
2831	thoeris_type_I	7.55
2831	meta	84.91
2831	Lamassu_Family	7.55
2832	RM_type_II	3.77
2832	DMS_other	7.55
2832	meta	88.68
2833	meta	100
2834	DMS_other	9.43
2834	meta	90.57
2835	meta	26.42
2835	3HP	73.58
2836	cas_type_III-A	11.32
2836	cas_type_other	15.09
2836	meta	13.21
2836	cas_type_III-D	3.77
2836	cas_type_III-B	56.6
2837	RM_type_II	5.66
2837	druantia_other	18.87
2837	meta	52.83
2837	VSPR	20.75
2838	cas_type_I-G	92.45
2838	cas_type_other	7.55
2839	meta	5.66
2839	druantia_other	94.34
2840	AVAST_type_I_other	7.55
2840	AVAST_type_I	90.57
2841	zorya_other	84.91
2841	meta	15.09
2842	Helicase-DUF2290	98.11
2843	meta	13.21
2843	septu_type_I	86.79
2844	cas_type_III-A	15.09
2844	cas_type_other	26.42
2844	meta	5.66
2844	cas_adaptation	22.64
2844	cas_type_III-D	30.19
2845	cas_type_I-A	96.23
2845	meta	3.77
2846	meta	96.15
2846	RosmerTA	3.85
2847	DMS_other	38.46
2847	meta	61.54
2848	RM_type_II	3.85
2848	meta	96.15
2849	meta	7.69
2849	Lamassu_Family	92.31
2850	meta	100
2851	meta	100
2852	meta	100
2853	meta	100
2854	meta	3.85
2854	septu_type_I	96.15
2855	cas_type_other	3.85
2855	cas_type_III-B	94.23
2856	DMS_other	84.62
2856	meta	15.38
2857	RM_type_II	100
2858	meta	92.31
2858	Lamassu_Family	7.69
2859	cas_type_III-A	15.38
2859	cas_type_other	23.08
2859	cas_adaptation	26.92
2859	cas_type_III-D	19.23
2859	cas_type_III-B	15.38
2860	cbass_type_II	15.38
2860	cbass_type_I	42.31
2860	meta	11.54
2860	cbass_type_IIs	7.69
2860	cbass_type_III	23.08
2861	RosmerTA	100
2862	PD-Lambda-5	100
2863	PD-Lambda-1	100
2864	RexAB	100
2865	PD-T4-4	100
2866	Paris	100
2867	ISG15-like_other	15.38
2867	ISG15-like	84.62
2868	meta	26.92
2868	septu_type_I	69.23
2868	septu_other	3.85
2869	meta	100
2870	DRT_other	3.92
2870	meta	96.08
2871	meta	100
2872	cas_type_III-A	11.76
2872	cas_type_other	11.76
2872	meta	52.94
2872	cas_adaptation	3.92
2872	cas_type_III-D	3.92
2872	cas_type_III-B	15.69
2873	DMS_other	43.14
2873	meta	56.86
2874	Menshen	43.14
2874	meta	29.41
2874	septu_type_I	27.45
2875	thoeris_type_I	11.76
2875	meta	80.39
2875	thoeris_other	7.84
2876	PD-T4-6	100
2877	GAO_19	100
2878	meta	25.49
2878	ShosTA	74.51
2879	kiwa	98.04
2880	zorya_other	66.67
2880	zorya_type_I	33.33
2881	cas_type_III-A	41.18
2881	meta	11.76
2881	cas_type_III-D	39.22
2881	cas_type_other	7.84
2882	meta	7.84
2882	wadjet_other	92.16
2883	druantia_type_IV	88.24
2883	druantia_other	11.76
2884	RM_type_I	74.51
2884	DMS_other	25.49
2885	DMS_other	49.02
2885	meta	50.98
2886	SoFic	98.04
2887	zorya_other	90.2
2887	zorya_type_I	9.8
2888	cas_type_I-A	78.43
2888	meta	9.8
2888	cas_type_III-B	3.92
2888	cas_adaptation	7.84
2889	meta	100
2890	meta	100
2891	meta	76
2891	Bunzi	24
2892	meta	44
2892	cas_type_other	28
2892	cas_type_III-D	28
2893	druantia_other	100
2894	zorya_other	30
2894	zorya_type_II	4
2894	zorya_type_I	66
2895	kiwa	100
2896	septu_type_I	100
2897	DMS_other	50
2897	meta	50
2898	meta	4
2898	Paris	96
2899	cas_type_I-G	88
2899	cas_type_other	12
2900	DRT_type_III	100
2901	DMS_other	84
2901	meta	16
2902	cas_type_other	12
2902	cas_type_III-B	86
2903	RosmerTA	100
2904	septu_type_I	100
2905	brex_type_III	44
2905	DMS_other	56
2906	hachiman_other	6
2906	meta	36
2906	hachiman_type_II	58
2907	RM_type_IV	84
2907	meta	16
2908	Dynamins	100
2909	meta	95.92
2909	cas_type_other	4.08
2910	meta	55.1
2910	cas_type_other	44.9
2911	DRT_other	4.08
2911	meta	95.92
2912	meta	95.92
2912	pycsar_effector	4.08
2913	DRT_other	4.08
2913	meta	95.92
2914	meta	95.92
2914	PD-Lambda-2	4.08
2915	DMS_other	10.2
2915	RM_type_IIG	89.8
2916	cas_type_III-D	100
2917	zorya_other	100
2918	cas_type_III-A	95.92
2918	cas_type_other	4.08
2919	meta	6.12
2919	Paris	93.88
2920	cas_type_other	20.41
2920	meta	40.82
2920	cas_type_III-D	8.16
2920	cas_type_III-B	28.57
2921	cas_type_other	100
2922	cas_type_I-E	95.92
2922	cas_type_other	4.08
2923	meta	10.2
2923	septu_type_I	89.8
2924	meta	6.12
2924	Bunzi	93.88
2925	cas_type_I-A	93.88
2925	cas_type_other	6.12
2926	cas_type_I-D	91.84
2926	cas_type_other	8.16
2927	cas_type_I-B1	100
2928	meta	91.84
2928	cas_type_other	8.16
2929	cas_type_I-A	95.92
2929	meta	4.08
2930	cbass_other	77.55
2930	meta	18.37
2930	cbass_type_IV	4.08
2931	2TM-1TM-TIR	8.33
2931	meta	91.67
2932	meta	100
2933	DMS_other	4.17
2933	meta	95.83
2934	meta	100
2935	DMS_other	47.92
2935	meta	52.08
2936	Mokosh_TypeI	83.33
2936	meta	16.67
2937	Dynamins	100
2938	SEFIR	100
2939	RM_type_HNH	100
2940	Lamassu_Family	100
2941	DMS_other	16.67
2941	meta	83.33
2942	cas_type_III-D	37.5
2942	cas_type_other	62.5
2943	argonaute_type_I	100
2944	DMS_other	87.5
2944	meta	12.5
2945	thoeris_type_I	100
2946	AbiV	100
2947	cas_type_other	12.5
2947	cas_type_III-D	87.5
2948	hachiman_other	33.33
2948	meta	66.67
2949	RosmerTA	100
2950	PT_SspABCD	16.67
2950	DMS_other	81.25
2951	Mokosh_TypeI	100
2952	SEFIR	100
2953	shedu	100
2954	DMS_other	93.62
2954	meta	6.38
2955	DMS_other	4.26
2955	meta	91.49
2955	DRT_other	4.26
2956	meta	100
2957	DMS_other	17.02
2957	meta	78.72
2957	DRT_other	4.26
2958	meta	100
2959	DRT_other	8.51
2959	meta	91.49
2960	RM_type_II	100
2961	Dazbog	97.87
2962	RM_type_II	100
2963	RM_type_I	31.91
2963	DMS_other	68.09
2964	Dpd	55.32
2964	meta	27.66
2964	DMS_other	17.02
2965	DRT_class_I	97.87
2966	meta	23.4
2966	pycsar_other	76.6
2967	RM_type_I	48.94
2967	DMS_other	51.06
2968	cas_type_III-B	59.57
2968	cas_type_other	40.43
2969	cas_type_I-D	95.74
2969	cas_type_other	4.26
2970	DRT_other	8.7
2970	meta	91.3
2971	DMS_other	13.04
2971	meta	86.96
2972	meta	100
2973	meta	95.65
2973	Lamassu_Family	4.35
2974	meta	100
2975	meta	95.65
2975	Menshen_other	4.35
2976	meta	4.35
2976	kiwa	95.65
2977	meta	6.52
2977	ShosTA	93.48
2978	HEC-08	60.87
2978	meta	39.13
2979	cbass_type_IIs	56.52
2979	cbass_type_I	43.48
2980	Helicase-DUF2290	100
2981	zorya_other	47.83
2981	zorya_type_I	52.17
2982	RosmerTA	100
2983	ShosTA	100
2984	druantia_type_IV	82.61
2984	druantia_other	17.39
2985	cas_type_III-A	100
2986	wadjet_type_II	100
2987	DUF4238	100
2988	RM_type_II	97.83
2989	Menshen	100
2990	Lamassu_Family	100
2991	DRT_other	8.7
2991	retron_VI	91.3
2992	cas_type_I-B1	91.3
2992	cas_type_other	6.52
2993	Olokun	100
2994	septu_type_I	100
2995	cas_type_III-D	100
2996	AbiL	100
2997	cas_type_I-D	95.65
2997	cas_type_other	4.35
2998	kiwa	97.83
2999	meta	95.56
2999	gabija	4.44
3000	meta	97.78
3001	cas_type_other	8.89
3001	cas_type_III-B	91.11
3002	DMS_other	86.67
3002	meta	13.33
3003	cas_type_other	26.67
3003	cas_type_III-B	73.33
3004	AbiL	100
3005	DMS_other	35.56
3005	meta	64.44
3006	Lamassu_other	4.44
3006	Lamassu_Family	95.56
3007	cas_type_other	4.44
3007	cas_type_III-B	95.56
3008	cbass_other	93.33
3008	cbass_type_IV	4.44
3009	cas_type_III-A	100
3010	cas_type_I-C	4.44
3010	cas_type_I-B1	88.89
3010	cas_type_other	6.67
3011	cas_type_III-A	4.44
3011	meta	4.44
3011	cas_type_other	4.44
3011	cas_type_III-B	86.67
3012	DRT_class_I	100
3013	meta	100
3014	cas_type_III-A	13.64
3014	meta	81.82
3014	cas_type_I-D	4.55
3015	meta	100
3016	meta	100
3017	zorya_other	18.18
3017	meta	81.82
3018	DRT_other	9.09
3018	meta	90.91
3019	meta	100
3020	Mokosh_TypeII	27.27
3020	meta	72.73
3021	meta	100
3022	meta	100
3023	meta	100
3024	meta	100
3025	DRT_other	9.09
3025	meta	90.91
3026	Lamassu_other	9.09
3026	meta	86.36
3026	Lamassu_Family	4.55
3027	Dazbog	100
3028	cas_type_other	4.55
3028	cas_type_IV-A	95.45
3029	Shango	100
3030	RM_type_I	68.18
3030	meta	4.55
3030	DMS_other	27.27
3031	meta	6.82
3031	AbiE	93.18
3032	meta	4.55
3032	RADAR	95.45
3033	cas_type_III-A	27.27
3033	cas_type_other	13.64
3033	meta	4.55
3033	cas_adaptation	27.27
3033	cas_type_III-D	4.55
3033	cas_type_III-B	22.73
3034	ISG15-like_other	13.64
3034	ISG15-like	86.36
3035	DRT_class_I	100
3036	spbK	95.45
3036	meta	4.55
3037	wadjet_other	40.91
3037	wadjet_type_I	59.09
3038	Lamassu_other	36.36
3038	Lamassu_Family	63.64
3039	cas_type_III-A	6.82
3039	cas_type_other	13.64
3039	cas_type_III-D	77.27
3040	PT_SspABCD	86.36
3040	DMS_other	13.64
3041	wadjet_other	40.91
3041	wadjet_type_I	59.09
3042	cas_type_I-B1	95.45
3042	cas_type_other	4.55
3043	Lamassu_other	13.64
3043	meta	4.55
3043	Lamassu_Family	81.82
3044	argonaute_type_III	90.91
3044	argonaute_other	9.09
3045	cbass_type_IIs	100
3046	cas_type_I-A	100
3047	Mokosh_TypeI	100
3048	RM_type_II	13.95
3048	meta	83.72
3049	meta	44.19
3049	gabija	55.81
3050	DMS_other	81.4
3050	meta	18.6
3051	DRT_other	23.26
3051	meta	76.74
3052	meta	25.58
3052	pycsar_effector	23.26
3052	pycsar_other	51.16
3053	meta	95.35
3053	cas_type_other	4.65
3054	meta	100
3055	meta	95.35
3055	septu_type_I	4.65
3056	meta	100
3057	DRT_other	4.65
3057	retron_III-A	95.35
3058	cas_type_other	9.3
3058	cas_type_III-B	90.7
3059	AVAST_type_III	97.67
3060	RM_type_II	88.37
3060	DMS_other	9.3
3061	meta	16.28
3061	cas_type_VI	79.07
3061	cas_type_other	4.65
3062	Menshen	97.67
3063	cas_type_III-A	9.3
3063	cas_type_other	9.3
3063	meta	20.93
3063	cas_type_III-D	46.51
3063	cas_type_III-B	13.95
3064	Paris	97.67
3065	RM_type_II	100
3066	cas_type_III-A	9.3
3066	meta	11.63
3066	cas_type_other	79.07
3067	DRT_class_III	97.67
3068	meta	100
3069	meta	90.48
3069	cas_type_V-K	9.52
3070	meta	100
3071	retron_II-A	100
3072	meta	4.76
3072	AbiU	95.24
3073	meta	35.71
3073	septu_type_I	64.29
3074	meta	100
3075	meta	100
3076	meta	76.19
3076	PsyrTA	23.81
3077	DMS_other	71.43
3077	meta	28.57
3078	upx	100
3079	PD-Lambda-5	100
3080	Dynamins	97.62
3081	druantia_other	100
3082	Paris	100
3083	AbiE	100
3084	cas_type_III-B	30.95
3084	cas_type_V	4.76
3084	cas_type_III-A	4.76
3084	cas_type_other	19.05
3084	meta	11.9
3084	cas_adaptation	4.76
3084	cas_type_III-D	23.81
3085	cas_type_other	100
3086	Borvo	100
3087	3HP	100
3088	Lamassu_other	4.76
3088	Lamassu_Family	95.24
3089	Tin	100
3090	brex_type_IV	100
3091	Lamassu_other	4.76
3091	Lamassu_Family	95.24
3092	cas_type_III-A	28.57
3092	cas_type_other	26.19
3092	meta	11.9
3092	cas_type_I-A	14.29
3092	cas_type_III-B	19.05
3093	cas_type_I-B1	100
3094	argonaute_type_I	100
3095	cas_type_I-A	100
3096	meta	9.52
3096	Lamassu_Family	90.48
3097	meta	100
3098	meta	100
3099	meta	100
3100	Mokosh_TypeI	4.88
3100	PD-T4-6	95.12
3101	meta	41.46
3101	kiwa	58.54
3102	AVAST_type_V	97.56
3103	cas_type_other	7.32
3103	cas_type_III-D	92.68
3104	cas_type_III-B	14.63
3104	meta	29.27
3104	cas_type_II-C	46.34
3104	cas_type_other	9.76
3105	Lamassu_Family	100
3106	cas_type_III-A	90.24
3106	cas_type_other	9.76
3107	RM_type_II	87.8
3107	meta	12.2
3108	argonaute_type_III	63.41
3108	argonaute_other	34.15
3109	DMS_other	19.51
3109	meta	80.49
3110	cas_type_III-A	29.27
3110	cas_type_other	12.2
3110	meta	7.32
3110	cas_type_III-C	4.88
3110	cas_type_III-D	9.76
3110	cas_type_III-B	36.59
3111	TerY-P	87.8
3111	TerY-P_other	9.76
3112	cbass_type_III	97.56
3113	cas_type_I-A	100
3114	thoeris_type_I	39.02
3114	meta	56.1
3114	SEFIR	4.88
3115	Mokosh_TypeI	20
3115	Mokosh_TypeII	25
3115	meta	55
3116	meta	100
3117	thoeris_type_I	5
3117	meta	85
3117	Lamassu_Family	10
3118	meta	100
3119	meta	95
3119	cas_type_other	5
3120	meta	95
3120	gabija	5
3121	meta	100
3122	gasdermin	5
3122	meta	95
3123	cas_type_other	30
3123	cas_type_III-B	70
3124	DRT_class_III	100
3125	PD-Lambda-5	100
3126	AbiG	100
3127	meta	22.5
3127	Dynamins	77.5
3128	retron_VI	100
3129	Menshen	90
3129	Menshen_other	10
3130	pycsar_effector	100
3131	AbiL	100
3132	SoFic	100
3133	cbass_type_I	100
3134	cas_type_IV-A	5
3134	cas_type_IV-B	75
3134	cas_type_other	20
3135	zorya_other	15
3135	zorya_type_I	85
3136	cas_type_III-A	10
3136	cas_type_other	15
3136	meta	10
3136	cas_adaptation	20
3136	cas_type_III-D	25
3136	cas_type_III-B	20
3137	meta	40
3137	Dynamins	60
3138	Borvo	100
3139	cas_type_I-B1	90
3139	cas_type_other	10
3140	ISG15-like_other	100
3141	cas_type_I-A	100
3142	cas_type_I-D	100
3143	cbass_type_III	100
3144	DMS_other	38.46
3144	meta	61.54
3145	cbass_type_II	97.44
3146	cas_type_III-A	41.03
3146	cas_type_III-D	56.41
3147	meta	100
3148	meta	100
3149	meta	100
3150	Dpd	76.92
3150	meta	23.08
3151	meta	97.44
3152	meta	100
3153	meta	100
3154	meta	100
3155	meta	89.74
3155	cas_type_other	10.26
3156	cas_type_III-A	89.74
3156	cas_type_other	10.26
3157	meta	7.69
3157	pycsar_effector	92.31
3158	DMS_other	51.28
3158	meta	48.72
3159	meta	25.64
3159	septu_type_I	69.23
3159	septu_other	5.13
3160	cas_type_I-C	94.87
3160	cas_type_other	5.13
3161	cas_type_III-A	100
3162	meta	94.87
3162	septu_other	5.13
3163	cas_type_I-A	100
3164	cas_type_III-A	15.38
3164	cas_type_III-D	82.05
3165	zorya_other	56.41
3165	zorya_type_I	43.59
3166	RM_type_I	53.85
3166	DMS_other	46.15
3167	cbass_other	42.11
3167	meta	57.89
3168	meta	100
3169	meta	100
3170	meta	100
3171	meta	100
3172	meta	73.68
3172	Dynamins	26.32
3173	meta	100
3174	meta	68.42
3174	Menshen_other	31.58
3175	SEFIR	100
3176	cas_type_IV-D	26.32
3176	cas_type_IV-B	73.68
3177	thoeris_type_I	5.26
3177	meta	89.47
3177	Lamassu_Family	5.26
3178	cas_type_IV-A	5.26
3178	cas_type_IV-B	78.95
3178	cas_type_other	15.79
3179	SoFic	100
3180	RM_type_II	100
3181	Tiamat	100
3182	Lamassu_other	10.53
3182	Lamassu_Family	89.47
3183	pycsar_effector	68.42
3183	pycsar_other	31.58
3184	cas_type_IV-B	78.95
3184	cas_type_other	21.05
3185	cas_type_III-A	89.47
3185	cas_type_other	10.53
3186	ISG15-like_other	100
3187	DMS_other	36.84
3187	meta	63.16
3188	Juk	100
3189	RM_type_II	100
3190	meta	10.53
3190	AbiE	89.47
3191	cas_type_other	5.26
3191	cas_type_II-A	94.74
3192	meta	5.26
3192	Paris	94.74
3193	RM_type_II	100
3194	pycsar_effector	89.47
3194	pycsar_other	10.53
3195	Lamassu_Family	100
3196	druantia_other	100
3197	RM_type_HNH	100
3198	RM_type_IIG	100
3199	cas_type_I-D	100
3200	cas_type_other	31.58
3200	cas_type_III-B	68.42
3201	cas_type_III-A	5.26
3201	cas_type_other	44.74
3201	meta	10.53
3201	cas_type_I-A	28.95
3201	cas_adaptation	5.26
3201	cas_type_III-B	5.26
3202	cas_type_I-C	10.53
3202	cas_adaptation	89.47
3203	meta	100
3204	DMS_other	5.41
3204	meta	94.59
3205	meta	100
3206	meta	100
3207	meta	100
3208	DRT_other	10.81
3208	meta	40.54
3208	retron_III-A	48.65
3209	DMS_other	83.78
3209	meta	16.22
3210	meta	100
3211	meta	100
3212	Menshen	70.27
3212	meta	29.73
3213	RM_type_II	100
3214	DMS_other	100
3215	PD-T4-9	97.3
3216	RM_type_I	86.49
3216	DMS_other	13.51
3217	AbiE	97.3
3218	hachiman_type_I	100
3219	RM_type_I	21.62
3219	DMS_other	78.38
3220	cbass_type_I	100
3221	cas_type_other	16.22
3221	cas_type_III-B	83.78
3222	cas_type_III-A	32.43
3222	cas_type_III-D	67.57
3223	cas_type_other	32.43
3223	meta	13.51
3223	cas_type_I-A	35.14
3223	cas_adaptation	16.22
3224	cas_type_I-E	83.78
3224	cas_type_other	16.22
3225	DMS_other	37.84
3225	RM_type_III	59.46
3226	meta	88.89
3226	cas_type_other	11.11
3227	zorya_other	27.78
3227	meta	72.22
3228	meta	100
3229	meta	100
3230	meta	11.11
3230	gabija	83.33
3230	septu_type_I	5.56
3231	meta	100
3232	meta	100
3233	meta	5.56
3233	cas_type_other	94.44
3234	meta	100
3235	meta	100
3236	meta	100
3237	meta	100
3238	meta	94.44
3238	Menshen_other	5.56
3239	meta	100
3240	RM_type_II	66.67
3240	DMS_other	22.22
3240	meta	11.11
3241	meta	11.11
3241	septu_type_I	88.89
3242	RM_type_II	72.22
3242	DMS_other	27.78
3243	DMS_other	63.89
3243	meta	36.11
3244	shedu	100
3245	PD-T4-6	100
3246	AbiD	100
3247	meta	77.78
3247	cas_type_IV-D	22.22
3248	cas_type_other	100
3249	cas_type_III-D	100
3250	AbiL	100
3251	SEFIR	100
3252	cas_type_I-D	38.89
3252	cas_type_I-B1	5.56
3252	meta	33.33
3252	cas_type_other	22.22
3253	cas_type_III-D	100
3254	hachiman_type_I	100
3255	RM_type_II	97.22
3256	Juk	100
3257	Uzume	100
3258	retron_VIII	100
3259	Olokun	100
3260	RM_type_II	88.89
3260	DMS_other	11.11
3261	retron_III-A	97.22
3262	RM_type_II	100
3263	cas_type_other	11.11
3263	cas_type_IV-A	88.89
3264	AbiL	100
3265	cas_type_III-A	94.44
3265	cas_type_other	5.56
3266	cas_type_IV-A	88.89
3266	cas_type_other	11.11
3267	DRT_class_I	100
3268	meta	77.78
3268	argonaute_other	16.67
3268	cas_type_other	5.56
3269	Paris	100
3270	cas_type_other	11.11
3270	cas_type_III-B	88.89
3271	AbiG	97.22
3272	cbass_type_IIs	11.11
3272	cbass_type_I	88.89
3273	Menshen	100
3274	AbiG	100
3275	gasdermin	100
3276	cas_type_I-B1	100
3277	DMS_other	72.22
3277	disarm_type_II	27.78
3278	cas_type_other	33.33
3278	cas_type_III-B	66.67
3279	cas_type_other	22.22
3279	cas_type_III-B	77.78
3280	RM_type_II	83.33
3280	DMS_other	11.11
3280	meta	5.56
3281	Olokun	100
3282	meta	100
3283	meta	77.14
3283	gabija	22.86
3284	meta	8.57
3284	Lamassu_Family	91.43
3285	cas_type_I-G	5.71
3285	cas_type_other	5.71
3285	meta	14.29
3285	cas_type_I-E	22.86
3285	cas_type_I-C	34.29
3285	cas_type_I-B1	17.14
3286	meta	100
3287	DMS_other	5.71
3287	meta	88.57
3287	cas_type_other	5.71
3288	Dpd	80
3288	meta	20
3289	meta	100
3290	meta	100
3291	meta	100
3292	DMS_other	20
3292	meta	80
3293	meta	5.71
3293	Lamassu_Family	91.43
3294	meta	100
3295	meta	100
3296	meta	100
3297	meta	100
3298	meta	100
3299	meta	8.57
3299	SEFIR	91.43
3300	RM_type_II	5.71
3300	meta	8.57
3300	RM_type_HNH	85.71
3301	cas_type_III-A	28.57
3301	cas_type_other	28.57
3301	meta	8.57
3301	cas_adaptation	28.57
3301	cas_type_III-B	5.71
3302	AbiT	97.14
3303	cas_type_III-C	100
3304	DMS_other	68.57
3304	meta	31.43
3305	meta	8.57
3305	Dynamins	91.43
3306	cas_type_III-D	5.71
3306	cas_type_other	91.43
3307	RM_type_I	82.86
